Address,Time,Current Speed,FreeFlow Speed,Jam Factor,Confidence 
4th Main Road,2019-10-26T10:12:57Z,7.0,19.0,6.4812,0.7
1st Main Road,2019-10-26T10:12:37Z,9.0,27.0,7.65079,0.7
Sri Krishna Rajendra Road/Shiva Shankar Circle/K R Road,2019-10-26T10:12:37Z,12.0,32.0,7.30357,0.7
Sri Krishna Rajendra Road/Shiva Shankar Circle/K R Road,2019-10-26T10:12:19Z,14.0,41.0,8.0276,0.7
1st Main Road,2019-10-26T10:12:19Z,16.0,33.0,5.77489,0.7
Basavangudi,2019-10-26T10:12:25Z,18.0,31.0,4.32258,0.7
50 Feet Road,2019-10-26T10:13:06Z,8.0,23.0,7.1677,0.7
13th Main Road,2019-10-26T10:13:06Z,8.0,20.0,6.14285,0.7
15th Main Road,2019-10-26T10:13:06Z,8.0,20.0,6.14285,0.7
4th Main Road,2019-10-26T10:13:06Z,10.0,24.0,6.2619,0.7
Pipeline Road,2019-10-26T10:13:06Z,10.0,19.0,4.22556,0.7
15th Main Road,2019-10-26T10:13:06Z,11.0,23.0,5.30434,0.7
13th Main Road,2019-10-26T10:13:06Z,8.0,18.0,5.26984,0.7
50 Feet Road,2019-10-26T10:13:06Z,10.0,21.0,5.15646,0.7
8th Main Road,2019-10-26T10:13:06Z,7.0,10.0,0.0,0.7
Bagappa Road,2019-10-26T10:13:06Z,7.0,16.0,5.07142,0.7
Bull Temple Road,2019-10-26T10:13:06Z,8.0,20.0,6.14285,0.7
Minarva Circle/Jayachamraja Wodeyan Road/Diagonal Road,2019-10-26T10:12:45Z,10.0,29.0,7.59605,0.7
Nawab Hyderali Road/Sajjan Rao Road/New Basappa Circle,2019-10-26T10:12:45Z,13.0,31.0,6.62672,0.7
Dispensary Road/1st Main Road,2019-10-26T10:12:45Z,7.0,25.0,8.10289,0.7
Dispensary Road/1st Main Road,2019-10-26T10:12:13Z,8.0,29.0,8.20933,0.7
Nawab Hyderali Road/Sajjan Rao Road/New Basappa Circle,2019-10-26T10:12:13Z,7.0,26.0,8.18204,0.7
Minarva Circle/Jayachamraja Wodeyan Road/Diagonal Road,2019-10-26T10:12:13Z,10.0,31.0,8.00331,0.7
Bull Temple Road,2019-10-26T10:13:06Z,7.0,21.0,7.19727,0.7
Bagappa Road,2019-10-26T10:13:06Z,7.0,16.0,5.07142,0.7
8th Main Road,2019-10-26T10:13:06Z,7.0,13.0,3.07692,0.7
Basavangudi,2019-10-26T10:13:00Z,14.0,23.0,3.47826,0.7
Church Road/Kanakapura Main Road,2019-10-26T10:13:00Z,13.0,21.0,3.1746,0.7
Church Road/Kanakapura Main Road,2019-10-26T10:12:57Z,11.0,24.0,5.66666,0.7
Basavangudi,2019-10-26T10:12:57Z,11.0,23.0,5.30434,0.7
Bull Temple Road,2019-10-26T10:13:06Z,7.0,22.0,7.50649,0.7
Bull Temple Road,2019-10-26T10:13:06Z,11.0,22.0,4.90909,0.7
4th Cross Road,2019-10-26T10:13:06Z,10.0,22.0,5.55844,0.7
Wamy Temple Road,2019-10-26T10:13:06Z,10.0,22.0,5.55844,0.7
1st B Cross Road,2019-10-26T10:13:06Z,15.0,30.0,5.42857,0.7
Pipeline Road,2019-10-26T10:12:13Z,17.43,39.0,6.51594,0.72
Main Chamrajpet Road,2019-10-26T10:12:45Z,16.13,29.0,4.57811,0.73
Albert Victor Road/Av Road/Sri Jayachamaraja Odeiar Road,2019-10-26T10:13:06Z,7.0,17.0,5.59663,0.7
Kondoji Basappa Road/Lal Bagh Road/Lalbagh Fort Road,2019-10-26T10:13:06Z,9.0,19.0,4.97744,0.7
Kondoji Basappa Road/Lal Bagh Road/Lalbagh Fort Road,2019-10-26T10:13:06Z,37.0,40.0,0.0,0.7
Albert Victor Road/Av Road/Sri Jayachamaraja Odeiar Road,2019-10-26T10:13:06Z,29.0,36.0,1.48148,0.7
3rd Cross Road,2019-10-26T10:13:06Z,7.0,10.0,0.0,0.7
4th Main Road,2019-10-26T10:13:06Z,7.0,11.0,1.21212,0.7
4th Main Road,2019-10-26T10:13:06Z,10.0,10.0,0.0,0.7
3rd Cross Road,2019-10-26T10:13:06Z,7.0,12.0,2.22222,0.7
5th Main Road,2019-10-26T10:13:06Z,12.0,30.0,6.85714,0.7
Vanivilas Road,2019-10-26T10:13:06Z,7.0,19.0,6.4812,0.7
Vanivilas Road,2019-10-26T10:13:06Z,7.0,12.0,2.22222,0.7
5th Main Road,2019-10-26T10:13:06Z,9.0,20.0,5.42857,0.7
A. V. Road/Albert Victor Road,2019-10-26T10:13:06Z,11.96,28.0,6.36767,0.72
8th Main Road,2019-10-26T10:12:45Z,7.0,14.0,3.80952,0.7
Ramanjaya Road,2019-10-26T10:12:45Z,7.0,17.0,5.59663,0.7
4th Cross Road,2019-10-26T10:12:45Z,7.0,17.0,5.59663,0.7
50 Feet Road,2019-10-26T10:12:45Z,7.0,15.0,4.47619,0.7
50 Feet Road,2019-10-26T10:12:28Z,7.0,11.0,1.21212,0.7
4th Cross Road,2019-10-26T10:12:28Z,7.0,13.0,3.07692,0.7
Ramanjaya Road,2019-10-26T10:12:28Z,7.0,13.0,3.07692,0.7
8th Main Road,2019-10-26T10:12:28Z,7.0,15.0,4.47619,0.7
Mysore Road,2019-10-26T10:12:28Z,8.0,16.0,4.17857,0.7
Sri Krishna Rajendra Road/K R Road,2019-10-26T10:13:06Z,8.0,25.0,7.71428,0.7
Pampa Mahakavi Road,2019-10-26T10:13:06Z,7.0,20.0,6.85714,0.7
3rd Main Road,2019-10-26T10:13:06Z,8.0,20.0,6.14285,0.7
8th Main Road/9th Cross Road,2019-10-26T10:13:06Z,9.0,20.0,5.42857,0.7
8th Main Road/9th Cross Road,2019-10-26T10:13:06Z,7.0,11.0,1.21212,0.7
3rd Main Road,2019-10-26T10:13:06Z,9.0,20.0,5.42857,0.7
Pampa Mahakavi Road,2019-10-26T10:13:06Z,9.0,20.0,5.42857,0.7
Sri Krishna Rajendra Road/K R Road,2019-10-26T10:13:06Z,7.0,22.0,7.50649,0.7
Bull Temple Road,2019-10-26T10:13:06Z,11.0,19.0,3.50877,0.7
Pipeline Road/3rd Main Road,2019-10-26T10:13:06Z,7.0,12.0,2.22222,0.7
13th Main Road,2019-10-26T10:13:06Z,7.0,14.0,3.80952,0.7
13th Main Road,2019-10-26T10:13:06Z,10.0,45.0,8.67452,0.7
Pipeline Road/3rd Main Road,2019-10-26T10:13:06Z,7.0,14.0,3.80952,0.7
Bull Temple Road,2019-10-26T10:13:06Z,8.0,15.0,3.55555,0.7
Lal Bagh Road/Diagonal Road/Minarva Circle,2019-10-26T10:12:53Z,7.0,29.0,8.38673,0.7
Basavangudi,2019-10-26T10:12:53Z,12.0,22.0,4.25974,0.7
Kankanpalya Road,2019-10-26T10:12:53Z,11.0,31.0,7.54838,0.7
Sriniwasa Rao Road/4th Main Road/Elephant Rock Road,2019-10-26T10:12:53Z,15.0,29.0,5.133,0.7
Sriniwasa Rao Road/4th Main Road/Elephant Rock Road,2019-10-26T10:12:41Z,20.0,36.0,4.87301,0.7
Kankanpalya Road,2019-10-26T10:12:41Z,14.0,30.0,5.90476,0.7
Basavangudi,2019-10-26T10:12:41Z,14.0,31.0,6.16589,0.7
Lal Bagh Road/Diagonal Road/Minarva Circle,2019-10-26T10:12:41Z,17.0,33.0,5.34199,0.7
Kondoji Basappa Road/Lal Bagh Road/Lalbagh Fort Road,2019-10-26T10:13:06Z,11.0,30.0,7.33333,0.7
S Sajjan Rao Circle,2019-10-26T10:13:06Z,13.0,19.0,2.10526,0.7
S Sajjan Rao Circle,2019-10-26T10:13:06Z,15.0,24.0,3.33333,0.7
Kondoji Basappa Road/Lal Bagh Road/Lalbagh Fort Road,2019-10-26T10:13:06Z,10.0,22.0,5.55844,0.7
South Cross Road,2019-10-26T10:12:39Z,7.0,19.0,6.4812,0.7
K R Road/Sri Krishna Rajendra Road,2019-10-26T10:12:39Z,7.0,18.0,6.06349,0.7
Nagasandra Main Road,2019-10-26T10:12:39Z,7.0,23.0,7.78881,0.7
Nagasandra Main Road,2019-10-26T10:12:21Z,12.0,24.0,5.07142,0.7
K R Road/Sri Krishna Rajendra Road,2019-10-26T10:12:21Z,9.0,23.0,6.54658,0.7
South Cross Road,2019-10-26T10:12:21Z,8.0,21.0,6.517,0.7
Kondoji Basappa Road/Shiva Shankar Circle/Puttanna Chetty Road,2019-10-26T10:12:57Z,9.0,19.0,4.97744,0.7
Vanivilas Road,2019-10-26T10:12:57Z,17.0,34.0,5.59663,0.7
Gandhi Bazar Road,2019-10-26T10:12:57Z,14.0,31.0,6.16589,0.7
Tagore Circle/Basavangudi,2019-10-26T10:12:57Z,21.0,37.0,4.73359,0.7
Dewan Madhava Rao Road/Mallika Arjuna Temple Road,2019-10-26T10:12:57Z,7.0,21.0,7.19727,0.7
Nettakallappa Circle,2019-10-26T10:12:57Z,16.0,27.0,3.95061,0.7
South End Road,2019-10-26T10:12:57Z,10.0,27.0,7.12169,0.7
27th Cross Road,2019-10-26T10:12:57Z,12.0,25.0,5.42857,0.7
South End Road,2019-10-26T10:12:17Z,14.0,28.0,5.32653,0.7
Nettakallappa Circle,2019-10-26T10:12:17Z,12.0,23.0,4.68322,0.7
Dewan Madhava Rao Road/Mallika Arjuna Temple Road,2019-10-26T10:12:17Z,7.0,19.0,6.4812,0.7
Tagore Circle/Basavangudi,2019-10-26T10:12:17Z,12.0,26.0,5.75824,0.7
Gandhi Bazar Road,2019-10-26T10:12:17Z,26.0,40.0,3.66666,0.7
Vanivilas Road,2019-10-26T10:12:17Z,15.0,33.0,6.20779,0.7
Kondoji Basappa Road/Shiva Shankar Circle/Puttanna Chetty Road,2019-10-26T10:12:17Z,17.0,31.0,4.78341,0.7
A. V. Road/Albert Victor Road/Ima Circle,2019-10-26T10:12:17Z,10.0,23.0,5.92546,0.7
Rashitriya Vidyalaya Road/4th Main Road/Elephant Rock Road,2019-10-26T10:12:17Z,18.0,36.0,5.66666,0.7
10th Main Road,2019-10-26T10:12:17Z,11.89,25.0,5.49013,0.71
Rashitriya Vidyalaya Road/4th Main Road/Elephant Rock Road,2019-10-26T10:12:57Z,14.84,23.0,2.99153,0.71
Nettakallappa Circle,2019-10-26T10:12:19Z,12.0,22.0,4.25974,0.7
Dvgi Road/Nagasandra Main Road,2019-10-26T10:12:19Z,8.0,20.0,6.14285,0.7
Sai Baba Mandir Road/Sannidhi Road,2019-10-26T10:12:19Z,11.0,26.0,6.30769,0.7
Sai Baba Mandir Road/Sannidhi Road,2019-10-26T10:12:06Z,14.0,26.0,4.65934,0.7
Dvgi Road/Nagasandra Main Road,2019-10-26T10:12:06Z,10.0,22.0,5.55844,0.7
Nettakallappa Circle,2019-10-26T10:12:06Z,9.0,21.0,5.83673,0.7
S Sajjan Rao Circle,2019-10-26T10:13:06Z,11.0,14.0,0.0,0.7
Vanivilas Road/Sri Krishna Rajendra Road,2019-10-26T10:13:06Z,7.0,18.0,6.06349,0.7
S Sajjan Rao Circle,2019-10-26T10:13:06Z,15.0,26.0,4.10989,0.7
Bull Temple Road,2019-10-26T10:12:15Z,8.0,19.0,5.72932,0.7
K R Road/Sri Krishna Rajendra Road/V V Puram Diagonal Road,2019-10-26T10:12:15Z,15.0,33.0,6.20779,0.7
Kanakapura Main Road/Sri Vasavi Temple Road,2019-10-26T10:12:15Z,10.0,22.0,5.55844,0.7
Basavangudi,2019-10-26T10:12:15Z,12.0,24.0,5.07142,0.7
Basavangudi,2019-10-26T10:12:47Z,16.0,33.0,5.77489,0.7
Kanakapura Main Road/Sri Vasavi Temple Road,2019-10-26T10:12:47Z,14.0,26.0,4.65934,0.7
K R Road/Sri Krishna Rajendra Road/V V Puram Diagonal Road,2019-10-26T10:12:47Z,20.0,34.0,4.33613,0.7
Bull Temple Road,2019-10-26T10:12:47Z,16.0,30.0,4.95238,0.7
Mount Joy Road,2019-10-26T10:13:06Z,11.0,22.0,4.90909,0.7
4th Main Road,2019-10-26T10:13:06Z,14.0,24.0,3.88888,0.7
5th Main Road/Puttanna Chetty Road,2019-10-26T10:13:06Z,8.0,18.0,5.26984,0.7
Sajjan Rao Road/Diagonal Road/S. Sajjan Rao Circle/Sajjan Park Circle,2019-10-26T10:13:06Z,15.0,24.0,3.33333,0.7
NH-209/Sri Krishna Rajendra Road/K. R. Road,2019-10-26T10:13:06Z,9.0,23.0,6.54658,0.7
NH-209/Sri Krishna Rajendra Road/K. R. Road,2019-10-26T10:13:06Z,7.0,12.0,2.22222,0.7
Sajjan Rao Road/Diagonal Road/S. Sajjan Rao Circle/Sajjan Park Circle,2019-10-26T10:13:06Z,10.0,16.0,2.5,0.7
Hayavadawana Road,2019-10-26T10:13:06Z,7.0,20.0,6.85714,0.7
Ram Mandir Road/Sri Ramanjaneya Road,2019-10-26T10:13:06Z,10.0,16.0,2.5,0.7
Ram Mandir Road/Sri Ramanjaneya Road,2019-10-26T10:13:06Z,12.0,26.0,5.75824,0.7
Hayavadawana Road,2019-10-26T10:13:06Z,12.0,26.0,5.75824,0.7
Brindavan Nagar Main Road/Hindu Maha Sagar Road/Lakshmipura Main Road,2019-10-26T10:13:06Z,12.0,23.0,4.68322,0.7
Sri Ramanjaneya Road,2019-10-26T10:13:06Z,8.0,20.0,6.14285,0.7
West Pipeline Road/Brahmaputra Nadi Road/Kumaravyasa Road,2019-10-26T10:13:06Z,7.0,17.0,5.59663,0.7
Sri Ramanjaneya Road,2019-10-26T10:13:06Z,7.0,15.0,4.47619,0.7
Brindavan Nagar Main Road/Hindu Maha Sagar Road/Lakshmipura Main Road,2019-10-26T10:13:06Z,8.0,20.0,6.14285,0.7
Kathriguppe Main Road/4th Cross Road/Mount Joy Road,2019-10-26T10:13:06Z,10.0,33.0,8.13407,0.7
Sri Kumara Swamy Temple Road/9th Main Road/50 Feet Main Road,2019-10-26T10:13:06Z,11.0,22.0,4.90909,0.7
Subram Chetty Road/7th Cross Road,2019-10-26T10:13:06Z,8.0,23.0,7.1677,0.7
Netaji Road,2019-10-26T10:13:06Z,10.0,22.0,5.55844,0.7
4th Main Road,2019-10-26T10:13:06Z,8.0,19.0,5.72932,0.7
Netaji Road,2019-10-26T10:13:06Z,8.0,15.0,3.55555,0.7
Subram Chetty Road/7th Cross Road,2019-10-26T10:13:06Z,9.0,20.0,5.42857,0.7
4th Cross Road/Mount Joy Road/Kathriguppe Main Road,2019-10-26T10:13:06Z,18.0,21.0,0.0,0.7
Bull Temple Road/Sukenahalli Main Road/Basavanangudi Main Road,2019-10-26T10:13:06Z,10.0,20.0,4.71428,0.7
80th Feet Road,2019-10-26T10:18:06Z,8.0,18.0,5.26984,0.7
80th Feet Road,2019-10-26T10:18:06Z,7.0,13.0,3.07692,0.7
50 Feet Road,2019-10-26T10:18:06Z,9.0,19.0,4.97744,0.7
Pipeline Road,2019-10-26T10:18:06Z,10.0,20.0,4.71428,0.7
50 Feet Road,2019-10-26T10:18:06Z,7.0,16.0,5.07142,0.7
Ramanjaya Road,2019-10-26T10:18:06Z,10.0,20.0,4.71428,0.7
4th Main Road,2019-10-26T10:18:06Z,7.0,13.0,3.07692,0.7
4th Main Road,2019-10-26T10:18:06Z,7.0,24.0,8.01714,0.7
9th Main Road/Elephant Rock Road,2019-10-26T10:18:06Z,7.0,17.0,5.59663,0.7
5th Main Road,2019-10-26T10:17:10Z,8.0,24.0,7.45238,0.7
5th Main Road,2019-10-26T10:17:42Z,8.0,19.0,5.72932,0.7
1st Main Road,2019-10-26T10:17:42Z,9.0,21.0,5.83673,0.7
Pipeline Road,2019-10-26T10:18:06Z,7.0,17.0,5.59663,0.7
2nd Cross Road,2019-10-26T10:18:06Z,9.0,19.0,4.97744,0.7
4th Main Road,2019-10-26T10:18:06Z,7.0,20.0,6.85714,0.7
1st B Cross Road,2019-10-26T10:18:06Z,9.0,18.0,4.47619,0.7
1st B Cross Road,2019-10-26T10:18:06Z,16.0,34.0,6.0168,0.7
4th Main Road,2019-10-26T10:18:06Z,11.0,22.0,4.90909,0.7
Rashitriya Vidyalaya Road/Elephant Rock Road/Patilamma Temple Street,2019-10-26T10:17:14Z,10.0,30.0,7.80952,0.7
Kanakapura Main Road/3rd Cross Road,2019-10-26T10:17:14Z,15.0,26.0,4.10989,0.7
Kanakapura Main Road/South Cross Road,2019-10-26T10:17:14Z,9.0,16.0,3.33333,0.7
Kanakapura Main Road/South Cross Road,2019-10-26T10:18:01Z,10.0,24.0,6.2619,0.7
Kanakapura Main Road/3rd Cross Road,2019-10-26T10:18:01Z,16.0,30.0,4.95238,0.7
Rashitriya Vidyalaya Road/Elephant Rock Road/Patilamma Temple Street,2019-10-26T10:18:01Z,14.0,25.0,4.28571,0.7
22nd Main Road,2019-10-26T10:18:06Z,14.0,30.0,5.90476,0.7
Sriniwasa Rao Road/Elephant Rock Road/Patilamma Temple Street,2019-10-26T10:18:06Z,9.0,30.0,8.10289,0.7
Sriniwasa Rao Road/Elephant Rock Road/Patilamma Temple Street,2019-10-26T10:18:06Z,18.0,29.0,3.67816,0.7
22nd Main Road,2019-10-26T10:18:06Z,21.0,33.0,3.63636,0.7
30th Cross Road,2019-10-26T10:18:06Z,11.49,28.0,6.60625,0.71
7th Cross Road,2019-10-26T10:18:06Z,7.0,16.0,5.07142,0.7
Netaji Road/3rd Cross Road,2019-10-26T10:18:06Z,10.0,12.0,2.22222,0.7
9th Cross Road,2019-10-26T10:18:06Z,8.0,12.0,1.11111,0.7
Netaji Road/3rd Cross Road,2019-10-26T10:18:06Z,8.0,14.0,2.85714,0.7
7th Cross Road,2019-10-26T10:18:06Z,10.0,12.0,2.22222,0.7
Kumar Swami Temple Road,2019-10-26T10:18:06Z,10.0,28.0,7.36734,0.7
Hosakerehalli Main Road,2019-10-26T10:18:06Z,10.0,20.0,4.71428,0.7
Kumar Swami Temple Road,2019-10-26T10:18:06Z,10.0,21.0,5.15646,0.7
Sai Baba Mandir Road/Sannidhi Road,2019-10-26T10:18:06Z,10.0,28.0,7.36734,0.7
4th Main Road,2019-10-26T10:18:06Z,7.0,19.0,6.4812,0.7
Bull Temple Road/5th Main Road,2019-10-26T10:18:06Z,7.0,18.0,6.06349,0.7
Kathriguppe Main Road,2019-10-26T10:18:06Z,9.0,20.0,5.42857,0.7
Kathriguppe Main Road,2019-10-26T10:18:06Z,7.0,21.0,7.19727,0.7
Bull Temple Road/5th Main Road,2019-10-26T10:18:06Z,10.0,22.0,5.55844,0.7
4th Main Road,2019-10-26T10:18:06Z,9.0,19.0,4.97744,0.7
Sai Baba Mandir Road/Sannidhi Road,2019-10-26T10:18:06Z,9.0,22.0,6.20779,0.7
Kathriguppe Main Road,2019-10-26T10:18:06Z,9.0,14.0,1.90476,0.7
80th Feet Road,2019-10-26T10:18:06Z,8.0,12.0,1.11111,0.7
80th Feet Road,2019-10-26T10:18:06Z,7.0,11.0,1.21212,0.7
Kathriguppe Main Road,2019-10-26T10:18:06Z,8.0,14.0,2.85714,0.7
Kathriguppe Main Road/Vidyapeetha Circle,2019-10-26T10:17:53Z,9.0,20.0,5.42857,0.7
3rd Main Road,2019-10-26T10:17:53Z,11.0,23.0,5.30434,0.7
10th Main Road,2019-10-26T10:17:53Z,7.0,17.0,5.59663,0.7
1st Cross Road,2019-10-26T10:17:53Z,8.0,19.0,5.72932,0.7
100 Feet Ring Road/Outer Ring Road,2019-10-26T10:17:53Z,10.0,21.0,5.15646,0.7
1st Cross Road,2019-10-26T10:17:12Z,11.0,22.0,4.90909,0.7
10th Main Road,2019-10-26T10:17:12Z,8.0,20.0,6.14285,0.7
3rd Main Road,2019-10-26T10:17:12Z,7.0,18.0,6.06349,0.7
Kathriguppe Main Road/Vidyapeetha Circle,2019-10-26T10:17:12Z,10.0,21.0,5.15646,0.7
5th Main Road,2019-10-26T10:18:06Z,7.0,11.0,1.21212,0.7
Lakshmipura Main Road,2019-10-26T10:18:06Z,8.0,16.0,4.17857,0.7
Pipeline Road,2019-10-26T10:18:06Z,8.0,13.0,2.05128,0.7
Subram Chetty Road,2019-10-26T10:18:06Z,7.0,17.0,5.59663,0.7
South End Road,2019-10-26T10:18:06Z,8.0,22.0,6.85714,0.7
4th Main Road,2019-10-26T10:18:06Z,7.0,14.0,3.80952,0.7
14th Cross Road,2019-10-26T10:18:06Z,8.0,20.0,6.14285,0.7
Pipeline Road,2019-10-26T10:18:06Z,7.0,10.0,0.0,0.7
Lakshmipura Main Road,2019-10-26T10:18:06Z,10.0,16.0,2.5,0.7
5th Main Road,2019-10-26T10:18:06Z,11.26,16.0,1.44917,0.73
4th Main Road,2019-10-26T10:18:06Z,8.0,21.0,6.517,0.7
South End Road,2019-10-26T10:18:06Z,7.0,16.0,5.07142,0.7
Subram Chetty Road,2019-10-26T10:18:06Z,8.0,23.0,7.1677,0.7
5th Main Road,2019-10-26T10:18:06Z,7.0,16.0,5.07142,0.7
1st Main Road,2019-10-26T10:18:06Z,8.0,19.0,5.72932,0.7
Mavalli Tank Bund Road/Arumugam Mudaliar Road,2019-10-26T10:17:12Z,7.0,10.0,0.0,0.7
Nawab Hyderali Road,2019-10-26T10:17:12Z,10.0,13.0,3.07692,0.7
K R Road/Sri Krishna Rajendra Road,2019-10-26T10:17:12Z,36.0,39.0,0.0,0.7
Albert Victor Road,2019-10-26T10:18:06Z,10.0,10.0,0.0,0.7
J. C. Road/Jayachamaraja Wodeyar Road,2019-10-26T10:18:06Z,10.0,12.0,2.22222,0.7
J. C. Road/Jayachamaraja Wodeyar Road,2019-10-26T10:18:06Z,10.0,12.0,2.22222,0.7
Albert Victor Road,2019-10-26T10:18:06Z,7.0,11.0,1.21212,0.7
Kalasi Palyam Main Road,2019-10-26T10:18:06Z,10.0,10.0,0.0,0.7
3rd Main Road,2019-10-26T10:18:06Z,10.0,25.0,6.57142,0.7
Kg Nagar Main Road/Lakshmipura Main Road,2019-10-26T10:18:06Z,9.0,19.0,4.97744,0.7
Kg Nagar Main Road/Lakshmipura Main Road,2019-10-26T10:18:06Z,7.0,18.0,6.06349,0.7
3rd Main Road,2019-10-26T10:18:06Z,7.0,17.0,5.59663,0.7
5th Main Road,2019-10-26T10:17:53Z,11.0,21.0,4.47619,0.7
Appu Rao Road,2019-10-26T10:17:53Z,10.0,22.0,5.55844,0.7
Hayavadawana Road/Gandhi Bazar Road,2019-10-26T10:17:53Z,13.0,25.0,4.85714,0.7
Ramanjaya Road/N A T Road,2019-10-26T10:17:53Z,10.0,23.0,5.92546,0.7
Bugle Road/Mount Joy Road,2019-10-26T10:17:53Z,8.0,21.0,6.517,0.7
7th Cross Road/5th Main Road,2019-10-26T10:17:53Z,9.0,21.0,5.83673,0.7
7th Cross Road/5th Main Road,2019-10-26T10:17:12Z,7.0,20.0,6.85714,0.7
Bugle Road/Mount Joy Road,2019-10-26T10:17:12Z,7.0,19.0,6.4812,0.7
Ramanjaya Road/N A T Road,2019-10-26T10:17:12Z,11.0,24.0,5.66666,0.7
Hayavadawana Road/Gandhi Bazar Road,2019-10-26T10:17:12Z,9.0,22.0,6.20779,0.7
Appu Rao Road,2019-10-26T10:17:12Z,14.0,26.0,4.65934,0.7
5th Main Road,2019-10-26T10:17:12Z,8.0,20.0,6.14285,0.7
Kanakapura Main Road,2019-10-26T10:17:57Z,13.0,34.0,7.27731,0.7
South Cross Road,2019-10-26T10:17:57Z,8.0,16.0,4.17857,0.7
K R Road/Sri Krishna Rajendra Road/Mallika Arjuna Temple Road,2019-10-26T10:17:57Z,9.0,22.0,6.20779,0.7
K R Road/Sri Krishna Rajendra Road/Mallika Arjuna Temple Road,2019-10-26T10:17:55Z,11.0,27.0,6.59259,0.7
South Cross Road,2019-10-26T10:17:55Z,15.0,24.0,3.33333,0.7
Kanakapura Main Road,2019-10-26T10:17:55Z,11.0,22.0,4.90909,0.7
S Sajjan Rao Circle,2019-10-26T10:18:06Z,11.0,14.0,0.0,0.7
S Sajjan Rao Circle,2019-10-26T10:18:06Z,13.0,23.0,4.06211,0.7
Lalbagh Fort Road/Rashtriya Vidyalaya Road/Minarva Circle,2019-10-26T10:18:06Z,14.0,31.0,6.16589,0.7
Basavangudi,2019-10-26T10:18:06Z,14.0,26.0,4.65934,0.7
4th Main Road,2019-10-26T10:18:06Z,12.0,27.0,6.06349,0.7
9th Main Road/22nd Main Road,2019-10-26T10:18:06Z,11.0,24.0,5.66666,0.7
4th Main Road,2019-10-26T10:18:06Z,12.0,24.0,5.07142,0.7
Basavangudi,2019-10-26T10:18:06Z,18.0,29.0,3.67816,0.7
Bull Temple Road/Ramkrishna Circle,2019-10-26T10:17:43Z,8.0,18.0,5.26984,0.7
K R Road/Sri Krishna Rajendra Road,2019-10-26T10:17:43Z,7.0,20.0,6.85714,0.7
Bull Temple Road/Ramkrishna Circle,2019-10-26T10:17:26Z,7.0,19.0,6.4812,0.7
J. C. Road/Jayachamaraja Wodeyar Road,2019-10-26T10:18:03Z,13.0,28.0,5.83673,0.7
Lal Bagh Road/Lal Bagh Main Road,2019-10-26T10:18:03Z,9.0,27.0,7.65079,0.7
Bull Temple Road,2019-10-26T10:18:06Z,8.0,14.0,2.85714,0.7
3rd Main Road,2019-10-26T10:18:06Z,11.0,22.0,4.90909,0.7
3rd Main Road,2019-10-26T10:18:06Z,12.0,30.0,6.85714,0.7
Bull Temple Road,2019-10-26T10:18:06Z,13.0,26.0,5.20879,0.7
Lalbagh Fort Road/Minarva Circle/Lal Bagh Road,2019-10-26T10:17:57Z,18.0,35.0,5.42857,0.7
Arumugam Mudaliar Road/H Siddaiah Road,2019-10-26T10:17:57Z,13.0,36.0,7.65079,0.7
Sri Narasimharaja Road/N. R. Road,2019-10-26T10:17:57Z,9.0,37.0,8.49222,0.7
Av Road/Sri Jayachamaraja Odeiar Road/Albert Victor Road,2019-10-26T10:18:06Z,6.0,16.0,5.96428,0.7
4th Main Road,2019-10-26T10:17:14Z,7.0,10.0,0.0,0.7
Basavangudi/Devan N Madhava Road/Old Veterniry Hospital Road,2019-10-26T10:17:14Z,8.0,21.0,6.517,0.7
Shri Bp Wadia Road,2019-10-26T10:17:14Z,15.0,28.0,4.81632,0.7
Vanivilas Road,2019-10-26T10:17:14Z,14.0,26.0,4.65934,0.7
S Sajjan Rao Circle,2019-10-26T10:17:14Z,13.0,23.0,4.06211,0.7
S Sajjan Rao Circle,2019-10-26T10:17:55Z,10.0,16.0,2.5,0.7
Vanivilas Road,2019-10-26T10:17:55Z,10.0,15.0,1.77777,0.7
Shri Bp Wadia Road,2019-10-26T10:17:55Z,12.0,22.0,4.25974,0.7
Basavangudi/Devan N Madhava Road/Old Veterniry Hospital Road,2019-10-26T10:17:55Z,13.0,30.0,6.38095,0.7
4th Main Road,2019-10-26T10:17:55Z,7.0,21.0,7.19727,0.7
K R Road/Sri Krishna Rajendra Road,2019-10-26T10:17:32Z,9.0,22.0,6.20779,0.7
Church Road/Kanakapura Main Road,2019-10-26T10:17:32Z,13.0,24.0,4.47619,0.7
Rashtriya Vidyalaya Road,2019-10-26T10:17:32Z,9.0,19.0,4.97744,0.7
100 Feet Road/3rd Cross Road/Siddapura Road,2019-10-26T10:17:32Z,15.0,27.0,4.47619,0.7
Rashtriya Vidyalaya Road,2019-10-26T10:17:53Z,13.0,25.0,4.85714,0.7
Church Road/Kanakapura Main Road,2019-10-26T10:17:53Z,11.0,20.0,4.0,0.7
K R Road/Sri Krishna Rajendra Road,2019-10-26T10:17:53Z,12.0,25.0,5.42857,0.7
Dewan Madhava Rao Road/Sri Krishna Rajendra Road,2019-10-26T10:17:12Z,8.0,22.0,6.85714,0.7
4th Main Road,2019-10-26T10:17:12Z,9.0,18.0,4.47619,0.7
30th Cross Road,2019-10-26T10:17:12Z,11.0,20.0,4.0,0.7
